2008,1,3,50000.0
2008,1,4,49982.0
2008,1,7,49997.0
2008,1,8,49983.0
2008,1,9,49971.0
2008,1,10,49953.0
2008,1,11,49953.0
2008,1,14,49953.0
2008,1,15,49953.0
2008,1,16,49953.0
2008,1,17,49953.0
2008,1,18,49953.0
2008,1,22,49953.0
2008,1,23,49953.0
2008,1,24,49953.0
2008,1,25,49953.0
2008,1,28,49953.0
2008,1,29,49953.0
2008,1,30,49953.0
2008,1,31,49953.0
2008,2,1,49953.0
2008,2,4,49953.0
2008,2,5,49953.0
2008,2,6,49953.0
2008,2,7,49935.0
2008,2,8,49946.0
2008,2,11,49956.0
2008,2,12,49956.0
2008,2,13,49983.0
2008,2,14,49983.0
2008,2,15,49983.0
2008,2,19,49982.0
2008,2,20,49990.0
2008,2,21,49986.0
2008,2,22,49987.0
2008,2,25,50008.0
2008,2,26,50008.0
2008,2,27,50008.0
2008,2,28,50008.0
2008,2,29,50008.0
2008,3,3,50008.0
2008,3,4,50008.0
2008,3,5,50008.0
2008,3,6,50008.0
2008,3,7,50002.0
2008,3,10,49991.0
2008,3,11,50037.0
2008,3,12,50037.0
2008,3,13,50052.0
2008,3,14,50023.0
2008,3,17,50020.0
2008,3,18,50069.0
2008,3,19,50041.0
2008,3,20,50099.0
2008,3,24,50167.0
2008,3,25,50171.0
2008,3,26,50137.0
2008,3,27,50126.0
2008,3,28,50127.0
2008,3,31,50124.0
2008,4,1,50140.0
2008,4,2,50136.0
2008,4,3,50172.0
2008,4,4,50172.0
2008,4,7,50172.0
2008,4,8,50172.0
2008,4,9,50172.0
2008,4,10,50172.0
2008,4,11,50172.0
2008,4,14,50172.0
2008,4,15,50172.0
2008,4,16,50172.0
2008,4,17,50172.0
2008,4,18,50189.0
2008,4,21,50184.0
2008,4,22,50148.0
2008,4,23,50182.0
2008,4,24,50386.0
2008,4,25,50406.0
2008,4,28,50397.0
2008,4,29,50397.0
2008,4,30,50397.0
2008,5,1,50397.0
2008,5,2,50397.0
2008,5,5,50397.0
2008,5,6,50397.0
2008,5,7,50397.0
2008,5,8,50397.0
2008,5,9,50397.0
2008,5,12,50397.0
2008,5,13,50397.0
2008,5,14,50397.0
2008,5,15,50397.0
2008,5,16,50397.0
2008,5,19,50397.0
2008,5,20,50397.0
2008,5,21,50397.0
2008,5,22,50397.0
2008,5,23,50397.0
2008,5,27,50397.0
2008,5,28,50397.0
2008,5,29,50397.0
2008,5,30,50397.0
2008,6,2,50397.0
2008,6,3,50397.0
2008,6,4,50397.0
2008,6,5,50397.0
2008,6,6,50397.0
2008,6,9,50397.0
2008,6,10,50397.0
2008,6,11,50397.0
2008,6,12,50397.0
2008,6,13,50397.0
2008,6,16,50397.0
2008,6,17,50397.0
2008,6,18,50397.0
2008,6,19,50397.0
2008,6,20,50538.0
2008,6,23,50458.0
2008,6,24,50455.0
2008,6,25,50478.0
2008,6,26,50487.0
2008,6,27,50478.0
2008,6,30,50461.0
2008,7,1,50452.0
2008,7,2,50417.0
2008,7,3,50423.0
