2009,3,5,50000.0
2009,3,6,50000.0
2009,3,9,50000.0
2009,3,10,50000.0
2009,3,11,50000.0
2009,3,12,50000.0
2009,3,13,50000.0
2009,3,16,50000.0
2009,3,17,50000.0
2009,3,18,50000.0
2009,3,19,50000.0
2009,3,20,50000.0
2009,3,23,50000.0
2009,3,24,50000.0
2009,3,25,50000.0
2009,3,26,50000.0
2009,3,27,50000.0
2009,3,30,50000.0
2009,3,31,50000.0
2009,4,1,50000.0
2009,4,2,50000.0
2009,4,3,50000.0
2009,4,6,50000.0
2009,4,7,50000.0
2009,4,8,50000.0
2009,4,9,50000.0
2009,4,13,50000.0
2009,4,14,50000.0
2009,4,15,50000.0
2009,4,16,50000.0
2009,4,17,50000.0
2009,4,20,50000.0
