2008,1,8,50000.0
2008,1,9,49953.0
2008,1,10,50014.0
2008,1,11,50024.0
2008,1,14,50064.0
2008,1,15,49993.0
2008,1,16,49978.0
2008,1,17,49971.0
2008,1,18,50041.0
2008,1,22,50027.0
2008,1,23,50104.0
2008,1,24,50104.0
2008,1,25,50104.0
2008,1,28,50104.0
2008,1,29,50104.0
2008,1,30,50104.0
2008,1,31,50104.0
2008,2,1,50104.0
2008,2,4,50104.0
2008,2,5,50104.0
2008,2,6,50104.0
2008,2,7,50104.0
2008,2,8,50104.0
2008,2,11,50134.0
2008,2,12,50141.0
2008,2,13,50153.0
2008,2,14,50141.0
2008,2,15,50140.0
2008,2,19,50140.0
2008,2,20,50140.0
2008,2,21,50140.0
2008,2,22,50140.0
2008,2,25,50140.0
2008,2,26,50140.0
2008,2,27,50140.0
2008,2,28,50140.0
2008,2,29,50140.0
2008,3,3,50140.0
2008,3,4,50140.0
2008,3,5,50140.0
2008,3,6,50140.0
2008,3,7,50124.0
2008,3,10,50106.0
2008,3,11,50136.0
2008,3,12,50116.0
2008,3,13,50086.0
2008,3,14,50089.0
2008,3,17,50053.0
2008,3,18,50105.0
2008,3,19,50028.0
2008,3,20,50194.0
2008,3,24,50201.0
2008,3,25,50180.0
2008,3,26,50151.0
2008,3,27,50151.0
2008,3,28,50151.0
2008,3,31,50149.0
2008,4,1,50167.0
2008,4,2,50179.0
2008,4,3,50186.0
2008,4,4,50183.0
2008,4,7,50183.0
2008,4,8,50183.0
2008,4,9,50183.0
2008,4,10,50183.0
2008,4,11,50183.0
2008,4,14,50183.0
2008,4,15,50175.0
2008,4,16,50204.0
2008,4,17,50216.0
2008,4,18,50208.0
2008,4,21,50211.0
2008,4,22,50211.0
2008,4,23,50207.0
2008,4,24,50218.0
2008,4,25,50221.0
2008,4,28,50215.0
2008,4,29,50219.0
2008,4,30,50213.0
2008,5,1,50265.0
2008,5,2,50253.0
2008,5,5,50327.0
2008,5,6,50386.0
2008,5,7,50365.0
2008,5,8,50369.0
2008,5,9,50365.0
