2008,2,26,100000.0
2008,2,27,100867.0
2008,2,28,101120.0
2008,2,29,100699.0
2008,3,3,99283.0
2008,3,4,98041.0
2008,3,5,98041.0
2008,3,6,98041.0
2008,3,7,98041.0
2008,3,10,98041.0
2008,3,11,98041.0
2008,3,12,98041.0
2008,3,13,98041.0
2008,3,14,98041.0
2008,3,17,98041.0
2008,3,18,98041.0
2008,3,19,98041.0
2008,3,20,98041.0
2008,3,24,98041.0
2008,3,25,98041.0
2008,3,26,98041.0
2008,3,27,98041.0
2008,3,28,98041.0
2008,3,31,98041.0
2008,4,1,98041.0
2008,4,2,98134.0
2008,4,3,98175.0
2008,4,4,98166.0
2008,4,7,98178.0
2008,4,8,98200.0
2008,4,9,98200.0
2008,4,10,98200.0
2008,4,11,98200.0
2008,4,14,98200.0
2008,4,15,98200.0
2008,4,16,98200.0
2008,4,17,98200.0
2008,4,18,98200.0
2008,4,21,98498.0
2008,4,22,96902.0
2008,4,23,97645.0
2008,4,24,97210.0
2008,4,25,97328.0
2008,4,28,97313.0
2008,4,29,97301.0
2008,4,30,97308.0
2008,5,1,97317.0
2008,5,2,97467.0
2008,5,5,97742.0
2008,5,6,98438.0
2008,5,7,97688.0
2008,5,8,98075.0
2008,5,9,97465.0
2008,5,12,97772.0
2008,5,13,97844.0
2008,5,14,97844.0
2008,5,15,97844.0
2008,5,16,98024.0
2008,5,19,97394.0
2008,5,20,97604.0
2008,5,21,96709.0
2008,5,22,97046.0
2008,5,23,96658.0
2008,5,27,96826.0
2008,5,28,96826.0
2008,5,29,96826.0
2008,5,30,96826.0
2008,6,2,96826.0
2008,6,3,96826.0
2008,6,4,96826.0
2008,6,5,96826.0
2008,6,6,96826.0
2008,6,9,96826.0
2008,6,10,96826.0
2008,6,11,96826.0
2008,6,12,96826.0
2008,6,13,96826.0
2008,6,16,96826.0
2008,6,17,96826.0
2008,6,18,96826.0
2008,6,19,96826.0
2008,6,20,96826.0
2008,6,23,96826.0
2008,6,24,96826.0
2008,6,25,96826.0
2008,6,26,96826.0
2008,6,27,96826.0
2008,6,30,96826.0
2008,7,1,96826.0
2008,7,2,96826.0
2008,7,3,96826.0
2008,7,7,96826.0
2008,7,8,96826.0
2008,7,9,96826.0
2008,7,10,96826.0
2008,7,11,96826.0
2008,7,14,96826.0
2008,7,15,96826.0
2008,7,16,96826.0
2008,7,17,96826.0
2008,7,18,96826.0
2008,7,21,96826.0
