2008,2,26,100000.0
2008,2,27,53581.0
2008,2,28,53581.0
2008,2,29,53581.0
2008,3,3,53581.0
2008,3,4,53581.0
2008,3,5,98041.0
2008,3,6,98041.0
2008,3,7,98041.0
2008,3,10,98041.0
2008,3,11,98041.0
2008,3,12,98041.0
2008,3,13,98041.0
2008,3,14,98041.0
2008,3,17,98041.0
2008,3,18,98041.0
2008,3,19,98041.0
2008,3,20,98041.0
2008,3,24,98041.0
2008,3,25,98041.0
2008,3,26,98041.0
2008,3,27,98041.0
2008,3,28,98041.0
2008,3,31,98041.0
2008,4,1,98041.0
2008,4,2,98134.0
2008,4,3,98175.0
2008,4,4,98166.0
2008,4,7,98178.0
2008,4,8,98200.0
2008,4,9,98200.0
2008,4,10,98200.0
2008,4,11,98200.0
2008,4,14,98200.0
2008,4,15,98200.0
2008,4,16,98200.0
2008,4,17,98200.0
2008,4,18,98200.0
2008,4,21,98498.0
2008,4,22,96693.0
2008,4,23,97498.0
2008,4,24,96952.0
2008,4,25,97338.0
2008,4,28,97519.0
2008,4,29,97421.0
2008,4,30,97347.0
2008,5,1,97666.0
2008,5,2,97725.0
2008,5,5,97918.0
2008,5,6,98614.0
2008,5,7,97864.0
2008,5,8,98251.0
2008,5,9,97641.0
2008,5,12,97948.0
2008,5,13,98020.0
2008,5,14,98020.0
2008,5,15,98020.0
2008,5,16,98200.0
2008,5,19,97570.0
2008,5,20,97780.0
2008,5,21,96885.0
2008,5,22,97222.0
2008,5,23,96834.0
2008,5,27,97002.0
2008,5,28,97002.0
2008,5,29,97002.0
2008,5,30,97002.0
2008,6,2,97002.0
2008,6,3,97002.0
2008,6,4,97002.0
2008,6,5,97002.0
2008,6,6,97002.0
2008,6,9,97002.0
2008,6,10,97002.0
2008,6,11,97002.0
2008,6,12,97002.0
2008,6,13,97002.0
2008,6,16,97002.0
2008,6,17,97002.0
2008,6,18,97002.0
2008,6,19,97002.0
2008,6,20,97002.0
2008,6,23,97002.0
2008,6,24,97002.0
2008,6,25,97002.0
2008,6,26,97002.0
2008,6,27,97002.0
2008,6,30,97002.0
2008,7,1,97002.0
2008,7,2,97002.0
2008,7,3,97002.0
2008,7,7,97002.0
2008,7,8,97002.0
2008,7,9,97002.0
2008,7,10,97002.0
2008,7,11,97002.0
2008,7,14,97002.0
2008,7,15,97002.0
2008,7,16,97002.0
2008,7,17,97002.0
2008,7,18,97002.0
2008,7,21,97002.0
2008,7,22,97002.0
2008,7,23,97002.0
2008,7,24,97002.0
2008,7,25,97002.0
2008,7,28,97002.0
2008,7,29,97002.0
2008,7,30,97002.0
2008,7,31,96950.0
2008,8,1,96854.0
2008,8,4,96829.0
2008,8,5,96979.0
2008,8,6,97989.0
2008,8,7,97564.0
2008,8,8,97446.0
2008,8,11,97500.0
2008,8,12,98413.0
2008,8,13,102341.0
2008,8,14,101516.0
2008,8,15,100281.0
2008,8,18,99901.0
2008,8,19,99901.0
2008,8,20,99901.0
2008,8,21,99901.0
2008,8,22,99901.0
2008,8,25,99901.0
2008,8,26,99901.0
2008,8,27,99901.0
2008,8,28,99901.0
2008,8,29,99901.0
2008,9,2,99901.0
2008,9,3,99901.0
2008,9,4,99901.0
2008,9,5,99901.0
2008,9,8,99901.0
2008,9,9,99901.0
2008,9,10,99901.0
2008,9,11,99901.0
2008,9,12,99901.0
2008,9,15,99901.0
